,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
680,Buenos Aires,Tres De Febrero,11 De Septiembre,6840010.0,34,1181,0,5,1,1,0,0,1222
681,Buenos Aires,Tres De Febrero,Caseros,6840010.0,3191,22642,2,8778,25,0,0,2,34640
682,Buenos Aires,Tres De Febrero,Churruca,6840010.0,14,834,0,1543,0,0,0,0,2391
683,Buenos Aires,Tres De Febrero,Ciudad Jardín Lomas del Palomar,6840010.0,550,5184,0,811,2,0,0,0,6547
684,Buenos Aires,Tres De Febrero,Ciudadela,6840010.0,314,11567,67,14121,117,3,0,4,26193
685,Buenos Aires,Tres De Febrero,El Libertador,6840010.0,189,2533,0,0,0,0,0,0,2722
686,Buenos Aires,Tres De Febrero,Jose Ingenieros,6840010.0,141,1877,0,546,3,0,0,5,2572
687,Buenos Aires,Tres De Febrero,Loma Hermosa,6840010.0,1210,5544,0,52,18,0,0,0,6824
688,Buenos Aires,Tres De Febrero,Martín Coronado,6840010.0,218,4982,1,2601,6,0,0,0,7808
689,Buenos Aires,Tres De Febrero,Pablo Podestá,6840010.0,1568,3358,0,7,12,0,0,438,5383
690,Buenos Aires,Tres De Febrero,Remedios De Escalada,6840010.0,159,2717,0,7814,16,0,0,0,10706
691,Buenos Aires,Tres De Febrero,Saenz Peña,6840010.0,312,4995,0,954,0,1,0,1,6263
692,Buenos Aires,Tres De Febrero,Santos Lugares,6840010.0,366,6158,0,1313,8,0,0,1,7846
693,Buenos Aires,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010.0,299,7132,0,5788,3,0,0,0,13222
694,Buenos Aires,Tres De Febrero,Villa Raffo,6840010.0,141,2022,0,654,3,0,0,0,2820
695,Buenos Aires,Tres Lomas,Tres Lomas,6847020.0,93,724,1,136,319,0,0,94,1367
696,Buenos Aires,Vicente López,Carapachay,6861010.0,966,5363,1,2051,2,0,0,0,8383
697,Buenos Aires,Vicente López,Florida,6861010.0,1400,14599,2,6370,6,0,0,2,22379
698,Buenos Aires,Vicente López,Florida Oeste,6861010.0,334,5468,0,3171,5,1,0,245,9224
699,Buenos Aires,Vicente López,La Lucila,6861010.0,336,4208,1,1257,1,0,0,0,5803
700,Buenos Aires,Vicente López,Munro,6861010.0,687,9186,8,5621,10,1,0,1,15514
701,Buenos Aires,Vicente López,Olivos,6861010.0,1468,24218,5,9253,10,1,0,0,34955
702,Buenos Aires,Vicente López,Vicente López,6861010.0,338,9861,3,3218,17,0,0,1,13438
703,Buenos Aires,Vicente López,Villa Adelina,6861010.0,0,566,0,1036,0,0,0,0,1602
704,Buenos Aires,Vicente López,Villa Martelli,6861010.0,987,5325,1,4905,3,1,0,375,11597
705,Buenos Aires,Villa Gesell,Villa Gesell,6868020.0,5967,0,0,5036,91,0,0,0,11094
706,Buenos Aires,Villarino,Juan Cousté  (Est. Algarrobo),6875040.0,0,0,2,0,0,0,0,82,84
707,Buenos Aires,Villarino,Mayor Buratovich,6875050.0,129,0,0,483,0,0,0,0,612
708,Buenos Aires,Villarino,Médanos,6875060.0,417,375,2,0,0,0,0,103,897
709,Buenos Aires,Villarino,Pedro Luro,6875070.0,393,582,0,1664,1,0,0,550,3190
710,Buenos Aires,Villarino,Argerich,6875010.0,0,0,0,0,0,0,0,29,29
711,Buenos Aires,Villarino,Teniente Origone,6875080.0,0,0,0,0,0,0,0,16,16
712,Buenos Aires,Villarino,Country Los Medanos,6875025.0,0,0,0,0,0,0,0,267,267
713,Buenos Aires,Zárate,Lima,6882040.0,1,1833,0,1,0,2,0,0,1837
714,Buenos Aires,Zárate,Zárate,6882050.0,2447,24539,0,78,700,5,0,982,28751
715,Buenos Aires,AMBA,OTROS,0.0,0,0,0,35,0,0,0,13,48
716,Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2000010.0,140791,1240125,2145,129218,29585,57,0,5758,1547679
717,Catamarca,Ambato,El Bolsón,10007030.0,0,0,0,0,0,1,0,0,1
718,Catamarca,Ambato,El Rodeo,10007040.0,0,0,0,0,0,1,0,152,153
719,Catamarca,Ambato,La Puerta,10007060.0,0,0,0,0,0,5,0,0,5
720,Catamarca,Ambato,Las Chacritas,10007070.0,0,0,0,0,0,1,0,0,1
721,Catamarca,Ambato,Los Varela,10007110.0,0,0,0,0,0,1,0,0,1
722,Catamarca,Ambato,Los Talas,10007100.0,0,0,0,0,0,0,0,66,66
723,Catamarca,Ancasti,Ancasti,10014010.0,0,0,0,0,0,1,0,0,1
724,Catamarca,Andalgalá,Andalgalá,10021020.0,846,0,0,144,1,2,0,203,1196
725,Catamarca,Andalgalá,Chaquiago,10021030.0,0,0,0,9,0,1,0,14,24
726,Catamarca,Andalgalá,El Potrero,10021070.0,0,0,0,13,0,0,0,0,13
727,Catamarca,Andalgalá,Aconquija,10021010.0,0,0,0,0,0,1,0,0,1
728,Catamarca,Andalgalá,El Alamito,10021050.0,0,0,0,0,0,0,0,20,20
729,Catamarca,Andalgalá,La Aguada,10021080.0,0,0,0,11,0,0,0,5,16
730,Catamarca,Andalgalá,La Mesada,10021010.0,0,0,0,1,0,0,0,0,1
731,Catamarca,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010.0,0,0,0,0,0,6,0,0,6
732,Catamarca,Belén,Belén,10035020.0,0,0,0,0,0,4,0,0,4
733,Catamarca,Belén,Hualfín,10035070.0,0,0,0,0,0,1,0,0,1
734,Catamarca,Belén,Londres,10035110.0,0,0,0,0,0,1,0,0,1
735,Catamarca,Belén,El Durazno,10035050.0,0,0,0,0,0,1,0,0,1
736,Catamarca,Belén,Las Juntas,10035100.0,0,0,0,0,0,0,0,5,5
737,Catamarca,Belén,Puerta de San José,10035140.0,0,0,0,0,0,1,0,0,1
738,Catamarca,Capayán,Capayán,10042030.0,0,0,0,0,0,1,0,0,1
739,Catamarca,Capayán,Chumbicha,10042040.0,150,0,0,5,0,1,0,474,630
740,Catamarca,Capayán,Colonia del Valle,10042050.0,0,0,0,0,0,1,0,0,1
741,Catamarca,Capayán,Colonia Nueva Coneta,10042060.0,0,0,0,10,0,1,0,9,20
742,Catamarca,Capayán,Coneta,10042080.0,0,0,0,10,0,1,0,0,11
743,Catamarca,Capayán,Huillapima,10042100.0,0,0,0,5,0,2,0,9,16
744,Catamarca,Capayán,Miraflores,10042120.0,0,0,0,7,0,2,0,10,19
745,Catamarca,Capayán,San Martín,10042130.0,0,0,0,0,0,7,0,0,7
746,Catamarca,Capayán,Los Angeles,10042110.0,0,0,0,0,0,0,0,5,5
747,Catamarca,Capital,El Pantanillo,10049020.0,11,13,0,2,0,2,0,0,28
748,Catamarca,Capital,San Fernando del Valle de Catamarca,10049030.0,8238,10473,1,38963,0,1,0,14,57690
749,Catamarca,El Alto,El Alto,10056010.0,0,0,0,0,0,1,0,28,29
750,Catamarca,El Alto,Tapso,10056050.0,0,0,0,0,0,1,0,0,1
751,Catamarca,La Paz,Icaño,10070070.0,0,0,0,0,0,1,0,0,1
752,Catamarca,La Paz,Recreo,10070140.0,183,9,0,1619,0,1,0,5,1817
753,Catamarca,La Paz,San Antonio,10070150.0,0,0,0,0,0,0,0,26,26
754,Catamarca,La Paz,Quirós,10070120.0,0,0,0,0,0,0,0,27,27
755,Catamarca,Paclín,La Merced,10077050.0,72,0,0,0,0,4,0,5,81
756,Catamarca,Paclín,La Viña,10077060.0,0,0,0,0,0,0,0,10,10
757,Catamarca,Paclín,Las Lajas,10077070.0,0,0,0,0,0,1,0,0,1
758,Catamarca,Paclín,San Antonio,10077100.0,0,0,0,0,0,1,0,7,8
759,Catamarca,Pomán,Mutquin,10084060.0,0,0,0,0,0,1,0,0,1
760,Catamarca,Pomán,Pomán,10084070.0,0,0,0,0,0,2,0,0,2
761,Catamarca,Pomán,San Miguel,10084090.0,0,0,0,0,0,0,0,7,7
762,Catamarca,Pomán,Saujil,10084100.0,0,0,0,0,0,1,0,169,170
763,Catamarca,Pomán,Siján,10084110.0,0,0,0,0,0,1,0,0,1
764,Catamarca,Pomán,Colpes,10084030.0,0,0,0,0,0,0,0,16,16
765,Catamarca,Santa María,La Loma,10091100.0,0,0,0,0,0,1,0,0,1
766,Catamarca,Santa María,San José,10091140.0,0,0,0,0,0,1,0,0,1
767,Catamarca,Santa María,Santa María,10091150.0,0,0,0,0,2151,1,0,0,2152
768,Catamarca,Santa Rosa,Alijilán,10098010.0,0,0,0,0,0,2,0,0,2
769,Catamarca,Santa Rosa,Bañado de Ovanta,10098020.0,0,0,0,0,0,1,0,0,1
770,Catamarca,Santa Rosa,Lavalle,10098040.0,0,0,0,0,0,1,0,0,1
771,Catamarca,Santa Rosa,Los Altos,10098050.0,0,0,0,0,0,1,0,6,7
772,Catamarca,Tinogasta,Fiambalá,10105110.0,0,0,0,8,0,2,0,7,17
773,Catamarca,Tinogasta,Tinogasta,10105180.0,510,0,0,1828,0,2,0,0,2340
774,Catamarca,Valle Viejo,El Portezuelo,10112010.0,0,0,0,0,0,6,0,0,6
775,Catamarca,Valle Viejo,San Isidro,10112040.0,0,0,0,2457,0,0,0,5,2462
776,Catamarca,Valle Viejo,Santa Rosa,10112030.0,0,0,0,759,0,0,0,5,764
777,Catamarca,Valle Viejo,Villa Dolores,10112030.0,0,0,0,103,0,0,0,5,108
778,Catamarca,Valle Viejo,Sumalao,10112030.0,0,0,0,1,0,0,0,5,6
779,Catamarca,Valle Viejo,Polcos,10112030.0,0,0,0,213,0,0,0,0,213
780,Catamarca,Valle Viejo,Pozo Del Mistol,10112030.0,0,0,0,18,0,0,0,0,18
781,Catamarca,Valle Viejo,El Bañado,10112030.0,0,0,0,7,0,0,0,0,7
782,Catamarca,Fray Mamerto Esquiú,San Antonio,10063050.0,0,0,0,4,0,0,0,0,4
783,Catamarca,Fray Mamerto Esquiú,San José,10063040.0,0,0,0,1,0,0,0,0,1
784,Catamarca,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050.0,0,0,0,0,0,1,0,0,1
785,Catamarca,Fray Mamerto Esquiú,La Carrera,10063050.0,0,0,0,0,0,1,0,0,1
786,Catamarca,Fray Mamerto Esquiú,El Hueco,10063050.0,0,0,0,26,0,0,0,0,26
787,Catamarca,Fray Mamerto Esquiú,La Falda De San Antonio,10063050.0,0,0,0,0,0,0,0,5,5
788,Catamarca,Fray Mamerto Esquiú,La Tercena,10063050.0,0,0,0,0,0,0,0,5,5
789,Chaco,12 de Octubre,Gancedo,22036010.0,0,0,0,26,0,2,0,76,104
790,Chaco,12 de Octubre,General Pinedo,22036030.0,195,0,0,472,0,2,0,0,669
791,Chaco,1º de Mayo,Colonia Benítez,22126020.0,153,0,0,11,0,1,0,2,167
792,Chaco,1º de Mayo,Margarita Belén,22126030.0,382,0,0,180,0,0,0,77,639
793,Chaco,2 de Abril,Hermoso Campo,22039010.0,0,28,0,175,0,1,0,0,204
794,Chaco,2 de Abril,Itín,22039020.0,0,0,0,30,478,0,0,0,508
795,Chaco,25 de Mayo,Colonia Aborigen,22168010.0,0,0,0,0,0,0,0,46,46
796,Chaco,25 de Mayo,Machagai,22168020.0,369,311,0,45,0,0,0,269,994
797,Chaco,9 de Julio,Las Breñas,22105010.0,1293,0,0,74,0,1,0,0,1368
798,Chaco,Almirante Brown,Concepción del Bermejo,22007010.0,0,0,0,373,0,2,0,230,605
799,Chaco,Almirante Brown,Los Frentones,22007020.0,0,0,0,344,0,1,0,0,345
800,Chaco,Almirante Brown,Pampa del Infierno,22007030.0,0,0,0,1375,0,6,0,65,1446
801,Chaco,Almirante Brown,Taco Pozo,22007050.0,0,0,0,332,0,3,0,0,335
802,Chaco,Bermejo,General Vedia,22014010.0,153,0,0,30,0,1,0,205,389
803,Chaco,Bermejo,Isla del Cerrito,22014020.0,0,0,0,0,0,1,0,0,1
804,Chaco,Bermejo,La Leonesa,22014030.0,556,0,0,0,0,0,0,228,784
805,Chaco,Bermejo,Las Palmas,22014040.0,0,0,0,46,0,1,0,306,353
806,Chaco,Bermejo,Puerto Bermejo Nuevo,22014050.0,0,0,0,14,0,0,0,51,65
807,Chaco,Bermejo,Puerto Eva Perón,22014070.0,0,0,0,15,0,1,0,41,57
808,Chaco,Chacabuco,Charata,22028010.0,1924,0,0,1186,0,2,0,230,3342
809,Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,3559,112,0,5972,24,2,0,116,9785
810,Chaco,Fray Justo Santa María De Oro,Chorotis,22043010.0,0,0,0,0,25,0,0,0,25
811,Chaco,Fray Justo Santa María De Oro,OTROS,0.0,0,0,0,0,60,0,0,0,60
812,Chaco,Fray Justo Santa María De Oro,Santa Sylvina,22043020.0,0,32,0,0,950,1,0,0,983
813,Chaco,General Belgrano,Corzuela,22049010.0,161,0,0,48,0,1,0,28,238
814,Chaco,General Donovan,La Escondida,22056010.0,51,209,0,189,0,2,0,0,451
815,Chaco,General Donovan,La Verde,22056020.0,14,27,0,39,305,2,0,0,387
816,Chaco,General Donovan,Lapachito,22056030.0,1,27,0,61,0,0,0,0,89
817,Chaco,General Donovan,Makallé,22056040.0,38,370,0,0,0,1,0,0,409
818,Chaco,General Güemes,El Espinillo,22063010.0,0,0,0,0,0,1,0,0,1
819,Chaco,General Güemes,El Sauzal,22063020.0,0,0,0,0,0,1,0,62,63
820,Chaco,General Güemes,El Sauzalito,22063030.0,0,0,0,0,0,1,0,0,1
821,Chaco,General Güemes,Fortín Lavalle,22063040.0,0,0,0,0,0,0,0,36,36
822,Chaco,General Güemes,Fuerte Esperanza,22063050.0,0,0,0,8,0,1,0,0,9
823,Chaco,General Güemes,Juan José Castelli,22063060.0,599,0,0,294,0,0,0,690,1583
824,Chaco,General Güemes,Miraflores,22063070.0,0,0,0,0,0,0,0,630,630
825,Chaco,General Güemes,Nueva Pompeya,22063080.0,0,0,0,1,0,3,0,308,312
826,Chaco,General Güemes,Villa Río Bermejito,22063100.0,4,0,0,194,0,2,0,222,422
827,Chaco,General Güemes,Wichi,22063110.0,0,0,0,0,0,1,0,91,92
828,Chaco,Independencia,Avia Terai,22070010.0,85,0,0,42,0,1,0,0,128
829,Chaco,Independencia,Campo Largo,22070020.0,125,0,0,482,3,0,0,0,610
830,Chaco,Libertad,Laguna Blanca,22077030.0,0,0,0,0,0,2,0,0,2
831,Chaco,Libertad,Puerto Tirol,22077040.0,541,1,0,114,0,0,0,163,819
832,Chaco,Libertador General San Martín,Ciervo Petiso,22084010.0,0,0,0,0,0,1,0,97,98
833,Chaco,Libertador General San Martín,General José de San Martín,22084020.0,511,1130,0,5083,0,0,0,450,7174
834,Chaco,Libertador General San Martín,La Eduvigis,22084030.0,0,0,0,0,0,1,0,0,1
835,Chaco,Libertador General San Martín,Laguna Limpia,22084040.0,0,0,0,0,0,0,0,32,32
836,Chaco,Libertador General San Martín,Pampa Almirón,22084050.0,0,0,0,26,0,0,0,55,81
837,Chaco,Libertador General San Martín,Pampa del Indio,22084060.0,0,0,0,25,0,2,0,757,784
838,Chaco,Libertador General San Martín,Presidencia Roca,22084070.0,0,0,0,13,0,2,0,196,211
839,Chaco,Maipú,Tres Isletas,22091010.0,461,0,0,0,0,0,0,77,538
840,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,22098010.0,122,73,0,264,0,1,0,516,976
841,Chaco,Mayor Luis J. Fontana,Enrique Urién,22098020.0,0,0,0,37,0,1,0,0,38
842,Chaco,Mayor Luis J. Fontana,Villa Angela,22098030.0,2756,1,0,852,0,0,0,406,4015
843,Chaco,O Higgins,La Clotilde,22112010.0,0,32,0,78,116,1,0,0,227
844,Chaco,O Higgins,La Tigra,22112020.0,1,0,0,0,252,1,0,0,254
845,Chaco,O Higgins,San Bernardo,22112030.0,147,0,0,14,38,3,0,0,202
846,Chaco,OTROS,OTROS,0.0,0,0,0,0,24,0,0,0,24
847,Chaco,Presidencia de la Plaza,Presidencia de la Plaza,22119010.0,216,327,0,58,0,0,0,0,601
848,Chaco,Quitilipi,Quitilipi,22133010.0,884,0,0,69,0,0,0,123,1076
849,Chaco,Quitilipi,Villa El Palmar,22133020.0,0,0,0,0,0,0,0,43,43
850,Chaco,San Fernando,Barranqueras,22140010.0,115,3865,0,146,0,0,0,15,4141
851,Chaco,San Fernando,Basail,22140020.0,98,67,0,0,0,1,0,57,223
852,Chaco,San Fernando,Fontana,22140040.0,0,0,0,110,0,0,0,70,180
853,Chaco,San Fernando,OTROS,0.0,0,0,0,0,0,3,0,0,3
854,Chaco,San Fernando,Puerto Vilelas,22140050.0,0,0,0,9,0,1,0,0,10
855,Chaco,San Fernando,Resistencia,22140060.0,11650,55188,5,25299,2,6,0,223,92373
856,Chaco,San Lorenzo,Samuhú,22147010.0,0,0,0,0,0,1,0,0,1
857,Chaco,San Lorenzo,Villa Berthet,22147020.0,0,0,0,32,0,1,0,755,788
858,Chaco,Sargento Cabral,Capitán Solari,22154010.0,0,0,0,81,0,0,0,0,81
859,Chaco,Sargento Cabral,Colonia Elisa,22154020.0,0,0,0,0,0,2,0,0,2
860,Chaco,Sargento Cabral,Colonias Unidas,22154030.0,0,0,0,250,0,0,0,15,265
861,Chaco,Sargento Cabral,Las Garcitas,22154050.0,0,0,0,0,0,1,0,119,120
862,Chaco,Tapenagá,Charadai,22161010.0,0,0,0,27,0,1,0,0,28
863,Chubut,Biedma,Arroyo Verde,26007010.0,0,0,0,0,0,2,0,0,2
864,Chubut,Biedma,Puerto Madryn,26007020.0,3648,24433,200,3781,5283,9,0,2762,40116
865,Chubut,Biedma,Puerto Pirámide,26007030.0,0,0,0,0,0,1,0,37,38
866,Chubut,Biedma,Quinta El Mirador,26007040.0,0,0,0,0,0,0,0,22,22
867,Chubut,Biedma,Reserva Area Protegida El Doradillo,26007050.0,0,0,0,0,0,0,0,127,127
868,Chubut,Cushamen,Cholila,26014020.0,0,0,1,0,0,1,0,0,2
869,Chubut,Cushamen,El Hoyo,26014040.0,216,0,0,319,0,0,0,709,1244
870,Chubut,Cushamen,Epuyén,26014060.0,1184,0,0,0,0,0,0,0,1184
871,Chubut,Cushamen,Gualjaina,26014070.0,0,0,0,0,0,2,0,0,2
872,Chubut,Cushamen,Lago Puelo,26014090.0,315,0,0,59,0,0,0,723,1097
873,Chubut,Cushamen,Leleque,26014100.0,0,0,0,0,0,2,0,0,2
874,Chubut,Cushamen,El Maitén,26014050.0,0,0,0,0,0,0,0,1,1
875,Chubut,Escalante,Comodoro Rivadavia,26021030.0,19602,12473,248,1739,336,37,0,16749,51184
876,Chubut,Escalante,Diadema Argentina,26021040.0,0,0,0,0,0,0,0,311,311
877,Chubut,Escalante,Rada Tilly,26021050.0,1143,1,34,1206,54,0,0,443,2881
878,Chubut,Escalante,Acceso Norte,26021020.0,0,0,0,0,0,1,0,0,1
879,Chubut,Escalante,Barrio Caleta Cordova,26021020.0,0,0,0,0,0,1,0,0,1
880,Chubut,Florentino Ameghino,Camarones,26028010.0,0,0,0,0,0,1,0,208,209
881,Chubut,Florentino Ameghino,Garayalde,26028020.0,0,0,0,0,0,0,0,3,3
882,Chubut,Futaleufú,Corcovado,26035020.0,0,0,1,0,0,5,0,0,6
883,Chubut,Futaleufú,Esquel,26035030.0,7142,1522,40,0,0,2,0,4527,13233
884,Chubut,Futaleufú,Los Cipreses,26035050.0,0,0,0,0,0,1,0,0,1
885,Chubut,Futaleufú,Trevelín,26035060.0,472,0,19,0,18,1,0,562,1072
886,Chubut,Futaleufú,Villa Futalaufquen,26035070.0,0,0,0,0,0,5,0,0,5
887,Chubut,Futaleufú,Aldea Escolar,26035010.0,0,0,0,0,0,1,0,0,1
888,Chubut,Futaleufú,Lago Rosario,26035040.0,0,0,0,0,0,2,0,0,2
889,Chubut,Gaiman,28 de Julio,26042040.0,0,0,0,12,1,1,0,0,14
890,Chubut,Gaiman,Dolavon,26042020.0,0,0,3,55,50,1,0,0,109
891,Chubut,Gaiman,Gaiman,26042030.0,223,0,15,90,658,2,0,0,988
892,Chubut,Gaiman,OTROS,0.0,0,0,0,0,0,14,0,0,14
893,Chubut,Gastre,Blancuntre,26049010.0,0,0,0,0,0,1,0,0,1
894,Chubut,Gastre,El Escorial,26049020.0,0,0,0,0,0,1,0,0,1
895,Chubut,Gastre,Lagunita Salada,26049040.0,0,0,0,0,0,1,0,7,8
896,Chubut,Gastre,Yala Laubat,26049050.0,0,0,0,0,0,1,0,0,1
897,Chubut,Gastre,Gastre,26049030.0,0,0,0,0,0,0,0,103,103
898,Chubut,Languiñeo,Aldea Epulef,26056010.0,0,0,0,0,0,1,0,5,6
899,Chubut,Languiñeo,Carrenleufú,26056020.0,0,0,0,0,0,1,0,0,1
900,Chubut,Languiñeo,Colan Conhue,26056030.0,0,0,0,0,0,1,0,4,5
901,Chubut,Languiñeo,Paso del Sapo,26056040.0,0,0,0,0,0,2,0,30,32
902,Chubut,Languiñeo,Tecka,26056050.0,0,0,0,0,0,1,0,0,1
903,Chubut,Mártires,El Mirasol,26063010.0,0,0,0,0,0,1,0,0,1
904,Chubut,Mártires,Las Plumas,26063020.0,0,0,0,0,0,1,0,0,1
905,Chubut,Paso de Indios,Cerro Cóndor,26070010.0,0,1,0,0,0,1,0,0,2
906,Chubut,Paso de Indios,Los Altares,26070020.0,0,0,0,0,0,1,0,1,2
907,Chubut,Paso de Indios,Paso de Indios,26070030.0,0,0,0,0,0,1,0,0,1
908,Chubut,Rawson,Playa Unión,26077020.0,675,209,12,101,1,0,0,421,1419
909,Chubut,Rawson,Rawson,26077030.0,1747,8805,41,774,300,1,0,343,12011
910,Chubut,Rawson,Trelew,26077040.0,6877,23051,287,722,1094,3,0,1130,33164
911,Chubut,Rawson,Playa Magagna,26077010.0,0,1700,0,0,0,0,0,3,1703
912,Chubut,Río Senguer,Aldea Apeleg,26084010.0,0,0,0,0,0,1,0,1,2
913,Chubut,Río Senguer,Aldea Beleiro,26084020.0,0,0,0,0,0,2,0,0,2
914,Chubut,Río Senguer,Alto Río Senguer,26084030.0,0,0,1,0,0,2,0,1,4
915,Chubut,Río Senguer,Doctor Ricardo Rojas,26084040.0,0,0,0,0,0,1,0,0,1
916,Chubut,Río Senguer,Facundo,26084050.0,0,0,0,0,0,1,0,41,42
917,Chubut,Río Senguer,Lago Blanco,26084060.0,0,0,0,0,0,1,0,0,1
918,Chubut,Río Senguer,Río Mayo,26084070.0,0,0,0,4,0,2,0,180,186
919,Chubut,Sarmiento,Buen Pasto,26091010.0,0,0,0,0,0,1,0,0,1
920,Chubut,Sarmiento,SARMIENTO,26091020.0,2133,1,0,712,0,1,0,277,3124
921,Chubut,Tehuelches,Gobernador Costa,26098020.0,0,0,1,0,0,0,0,0,1
922,Chubut,Tehuelches,José de San Martín,26098030.0,0,0,0,0,0,1,0,0,1
923,Chubut,Tehuelches,Río Pico,26098040.0,0,0,1,0,0,2,0,0,3
924,Chubut,Telsen,Gan Gan,26105010.0,0,0,0,0,1,1,0,11,13
925,Chubut,Telsen,Telsen,26105020.0,0,16,0,0,0,4,0,42,62
926,Cordoba,Calamuchita,Amboy,14007010.0,0,0,0,0,0,0,0,19,19
927,Cordoba,Calamuchita,Cañada del Sauce,14007030.0,1,0,0,0,0,0,0,0,1
928,Cordoba,Calamuchita,Capilla Vieja,14007040.0,0,0,0,0,0,0,0,5,5
929,Cordoba,Calamuchita,El Corcovado - El Torreón,14007050.0,52,0,0,0,0,0,0,30,82
930,Cordoba,Calamuchita,Embalse,14007060.0,0,0,0,1467,0,1,0,1877,3345
931,Cordoba,Calamuchita,La Cruz,14007070.0,13,0,0,0,0,0,0,362,375
932,Cordoba,Calamuchita,La Cumbrecita,14007080.0,0,0,0,0,0,0,0,250,250
933,Cordoba,Calamuchita,Las Bajadas,14007090.0,0,0,0,0,0,0,0,16,16
934,Cordoba,Calamuchita,Los Cóndores,14007110.0,423,0,0,0,0,1,0,507,931
935,Cordoba,Calamuchita,Los Molinos,14007120.0,0,0,0,0,0,0,0,42,42
936,Cordoba,Calamuchita,Los Reartes,14007130.0,30,0,0,342,0,1,0,375,748
937,Cordoba,Calamuchita,Parque Calmayo,14007160.0,0,0,0,0,0,0,0,36,36
938,Cordoba,Calamuchita,San Agustín,14007180.0,110,0,0,0,0,0,0,1,111
939,Cordoba,Calamuchita,San Ignacio (Loteo San Javier),14007190.0,0,0,0,0,0,0,0,11,11
940,Cordoba,Calamuchita,Santa Rosa de Calamuchita,14007210.0,1355,815,0,119,0,0,0,3079,5368
941,Cordoba,Calamuchita,Villa Alpina,14007240.0,0,0,0,0,0,0,0,2,2
942,Cordoba,Calamuchita,Villa Amancay,14007250.0,0,0,0,0,0,0,0,39,39
943,Cordoba,Calamuchita,Villa Berna,14007260.0,31,0,0,0,0,0,0,6,37
944,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270.0,0,0,0,0,0,0,0,219,219
945,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),14007170.0,0,0,0,0,0,0,0,8,8
946,Cordoba,Calamuchita,Villa del Dique,14007290.0,555,0,0,256,128,0,0,866,1805
947,Cordoba,Calamuchita,Villa General Belgrano,14007310.0,0,31,0,0,0,1,0,1129,1161
948,Cordoba,Calamuchita,Villa Quillinzo,14007330.0,0,0,0,0,0,0,0,84,84
949,Cordoba,Calamuchita,Villa Rumipal,14007340.0,0,0,0,43,0,0,0,937,980
950,Cordoba,Calamuchita,Villa San Miguel,14007170.0,0,0,0,0,0,0,0,5,5
951,Cordoba,Calamuchita,Villa Yacanto,14007360.0,0,0,0,0,0,0,0,7,7
952,Cordoba,Calamuchita,Las Caleras,14007100.0,0,0,0,0,0,0,0,7,7
953,Cordoba,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170.0,0,0,0,0,0,0,0,9,9
954,Cordoba,Calamuchita,Segunda Usina,14007220.0,0,0,0,0,0,0,0,61,61
955,Cordoba,Calamuchita,Río de los Sauces,14007170.0,0,0,0,0,0,0,0,1,1
956,Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes,14007170.0,0,400,0,0,0,0,0,0,400
957,Cordoba,Capital,Córdoba,14014010.0,58016,222667,44,208950,1218,11,0,4276,495182
958,Cordoba,Capital,OTROS,0.0,0,0,0,0,0,0,0,695,695
959,Cordoba,Colón,Agua de Oro,14021010.0,370,0,0,65,0,0,0,65,500
960,Cordoba,Colón,Ascochinga,14021020.0,124,0,0,1,0,0,0,0,125
961,Cordoba,Colón,Colonia Caroya,14021050.0,1132,505,0,6155,0,0,0,31,7823
962,Cordoba,Colón,El Manzano,14021110.0,125,0,0,0,0,0,0,20,145
963,Cordoba,Colón,General Paz,14021130.0,167,0,0,0,0,0,0,0,167
964,Cordoba,Colón,Jesús María,14021140.0,1133,3877,0,6526,0,0,0,15,11551
965,Cordoba,Colón,La Calera,14021150.0,1197,6525,0,1352,316,1,0,496,9887
966,Cordoba,Colón,La Granja,14021160.0,437,0,0,1,0,0,0,26,464
967,Cordoba,Colón,Los Molles,14021180.0,0,0,0,0,0,2,0,0,2
968,Cordoba,Colón,Malvinas Argentinas,14021190.0,1122,0,0,291,0,0,0,229,1642
969,Cordoba,Colón,Mendiolaza,14021200.0,821,2606,0,841,2,0,0,195,4465
970,Cordoba,Colón,OTROS,0.0,0,0,0,0,0,0,0,287,287
971,Cordoba,Colón,Pajas Blancas,14021220.0,0,0,0,0,0,0,0,19,19
972,Cordoba,Colón,Río Ceballos,14021230.0,1049,5510,0,4,1,2,0,444,7010
973,Cordoba,Colón,Saldán,14021240.0,69,4193,0,73,0,0,0,270,4605
974,Cordoba,Colón,Salsipuedes,14021250.0,891,467,0,9,0,0,0,387,1754
975,Cordoba,Colón,Unquillo,14021280.0,2198,873,0,905,0,0,0,603,4579
