,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
326,2019,2,Neuquén,3020,3038,61776,4688,17318,2121,14132,4220.0,122886
327,2019,2,Río Negro,3840,1354,86366,2201,10291,12407,6907,18519.0,138429
328,2019,2,Salta,490,9740,59638,36923,16961,14059,6461,7585.0,142650
329,2019,2,San Juan,220,2130,60913,2177,7850,70,4,6119.0,70240
330,2019,2,San Luis,570,1020,16575,4964,4670,57236,5,37977.0,117383
331,2019,2,Santa Cruz,250,840,24861,3806,1202,280,4,,30010
332,2019,2,Santa Fe,3210,8427,300124,125176,129741,100131,49865,22323.0,736108
333,2019,2,Santiago Del Estero,390,1832,63268,21362,3741,1080,1205,34501.0,126056
334,2019,2,Tierra Del Fuego,60,1230,41824,4241,1573,960,32,,47895
335,2019,2,Tucumán,160,1570,78891,44296,24291,6280,18394,,166673
336,2019,1,Buenos Aires,162513,72296,1429964,202511,576428,576859,705769,6369.0,3732709
337,2019,1,Buenos Aires,740,7417,283787,131007,330122,365713,283463,0.0,1401583
338,2019,1,Catamarca,340,1708,18761,6443,5606,290,7,2151.0,34739
339,2019,1,Chaco,690,3801,38719,25632,18965,12393,6368,1035.0,106982
340,2019,1,Chubut,660,3938,71077,6571,7870,740,165,0.0,82678
341,2019,1,Córdoba,810,20403,242769,96997,200681,127965,50716,6806.0,746418
342,2019,1,Corrientes,100,647,38402,26562,15498,9688,5029,0.0,101659
343,2019,1,Entre Ríos,180,9217,107013,50068,28957,18146,7619,12142.0,233180
344,2019,1,Formosa,111,3023,23085,5301,9027,2099,1654,0.0,45299
345,2019,1,Jujuy,270,2817,30727,7811,4021,300,1141,37162.0,83736
346,2019,1,La Pampa,2360,8327,70538,4466,1061,1354,405,6980.0,87085
347,2019,1,La Rioja,90,1169,40285,4088,5216,170,869,0.0,51653
348,2019,1,Mendoza,200,1786,205383,2837,5702,1110,140,0.0,215979
349,2019,1,Misiones,470,5946,45266,2589,19111,16552,5167,7654.0,125633
350,2019,1,Neuquén,1328,3055,52360,1781,21452,17135,11026,6105.0,114242
351,2019,1,Río Negro,3840,1583,84845,2037,13615,9567,5076,3719.0,120826
352,2019,1,Salta,490,4232,59244,36473,2291,10861,2242,10.0,136012
353,2019,1,San Juan,220,2290,62380,2660,5200,30,2,5600.0,63982
354,2019,1,San Luis,570,1200,21380,53214,3450,60,2,23577.0,98701
355,2019,1,Santa Cruz,250,1280,21990,2731,7020,260,4,0.0,25606
356,2019,1,Santa Fe,3330,2935,296798,122959,153212,74575,36502,18591.0,732320
357,2019,1,Santiago Del Estero,390,3372,62895,20691,3959,850,494,0.0,91535
358,2019,1,Tierra Del Fuego,60,1310,38851,3623,6410,800,29,0.0,43361
359,2019,1,Tucumán,160,5188,82240,42877,2621,8470,14839,0.0,172217
360,2018,4,Buenos Aires,134673,73761,1422463,194426,577679,949093,265386,19125.0,3636606
361,2018,4,Buenos Aires,740,7388,283281,143309,330496,437662,186810,0.0,1389020
362,2018,4,Catamarca,340,1669,17955,6425,5461,290,7,2003.0,33583
363,2018,4,Chaco,690,3405,36437,25633,18965,12393,6368,0.0,103270
364,2018,4,Chubut,660,3917,66061,6215,5310,6230,165,1144.0,78722
365,2018,4,Córdoba,810,24102,228475,97277,201639,128053,48809,8903.0,737339
366,2018,4,Corrientes,100,6438,37376,26562,15498,9688,5029,0.0,100601
367,2018,4,Entre Ríos,180,8769,94780,50027,29002,18146,7612,13693.0,222047
368,2018,4,Formosa,111,3074,22962,5285,9027,2092,1654,0.0,45204
369,2018,4,Jujuy,270,2803,30727,7811,4021,300,1141,43573.0,90133
370,2018,4,La Pampa,2410,7727,70508,3661,9780,1328,270,9230.0,85636
371,2018,4,La Rioja,90,1164,40285,4088,5216,170,869,30.0,51651
372,2018,4,Mendoza,200,1463,197450,2494,4726,190,132,0.0,206304
373,2018,4,Misiones,470,5981,43267,26019,19226,16566,5167,0.0,116273
374,2018,4,Neuquén,1328,3044,52313,1781,21452,17135,11025,6287.0,114365
375,2018,4,Río Negro,3840,1225,83412,6430,1344,9569,5070,3094.0,116837
376,2018,4,Salta,490,3659,58492,36365,2291,10861,2242,0.0,134578
377,2018,4,San Juan,220,1465,59811,1800,3120,10,1,6060.0,62398
378,2018,4,San Luis,570,1090,19164,53183,1190,620,2,23635.0,96331
379,2018,4,Santa Cruz,250,1150,23107,7790,2060,10,4,5310.0,24768
380,2018,4,Santa Fe,3350,31397,276301,121009,152039,74432,36427,2845.0,720390
381,2018,4,Santiago Del Estero,390,325,61347,20127,3686,770,483,3260.0,89335
382,2018,4,Tierra Del Fuego,60,270,29919,6323,9894,240,67,0.0,46260
383,2018,4,Tucumán,160,5244,82089,42766,26111,8470,14839,920.0,172004
384,2018,3,Buenos Aires,9910,80459,1445733,190805,63609,897964,237248,120464.0,3609754
385,2018,3,Buenos Aires,730,8493,287919,147253,370677,41502,165055,0.0,1394490
386,2018,3,Catamarca,340,1994,18475,6358,532,340,7,2151.0,34373
387,2018,3,Chaco,700,3503,38729,24916,20335,11085,5667,1035.0,105340
388,2018,3,Chubut,670,3951,91096,6162,5310,6230,164,0.0,102594
389,2018,3,Córdoba,810,24767,224471,96372,221984,109333,39854,649.0,723352
390,2018,3,Corrientes,110,6754,38364,24953,16601,8357,4419,0.0,99459
391,2018,3,Entre Ríos,180,9048,96095,45651,31353,15111,6786,0.0,204062
392,2018,3,Formosa,111,3365,22624,5259,9336,1729,1434,0.0,44857
393,2018,3,Jujuy,3450,302,29048,7756,4066,390,623,0.0,44897
394,2018,3,La Pampa,2420,8417,68507,3153,9200,1189,216,6980.0,83342
395,2018,3,La Rioja,90,1291,40647,4138,5425,200,339,0.0,51869
396,2018,3,Mendoza,200,1525,199297,2476,4727,270,129,0.0,208201
397,2018,3,Misiones,480,5749,39617,24747,21212,14674,4547,0.0,110594
398,2018,3,Neuquén,1396,2244,55822,1647,23785,15218,9718,6105.0,115935
399,2018,3,Río Negro,4090,5221,75929,5120,14912,847,4332,3719.0,113504
400,2018,3,Salta,1160,3721,61795,32782,25582,9224,502,0.0,133722
401,2018,3,San Juan,220,1326,62525,1800,3120,30,1,0.0,64369
402,2018,3,San Luis,570,1090,19170,5294,1190,630,2,1902.0,74362
403,2018,3,Santa Cruz,260,1160,32815,7780,2060,10,3,0.0,33945
404,2018,3,Santa Fe,4670,36786,269211,115907,162545,62479,31266,13911.0,692572
405,2018,3,Santiago Del Estero,410,255,60260,19116,3806,640,265,0.0,86102
406,2018,3,Tierra Del Fuego,60,1870,41569,227,2310,240,13,0.0,44300
407,2018,3,Tucumán,160,5993,81559,43282,27062,9410,12187,0.0,171040
408,2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357.0,3502314
409,2018,2,Buenos Aires,730,9234,290291,219166,445345,264805,142253,0.0,1371167
410,2018,2,Catamarca,340,2414,14624,6112,4347,360,6,65.0,34073
411,2018,2,Chaco,700,2968,34167,24282,21887,9251,4630,1035.0,98290
412,2018,2,Chubut,670,4471,85598,5369,40,50,9,501.0,100533
413,2018,2,Córdoba,810,21779,219630,102596,244291,78852,34950,811.0,710289
414,2018,2,Corrientes,110,7047,38268,24066,17926,678,3862,0.0,97960
415,2018,2,Entre Ríos,180,8179,94459,4457,34281,12012,5920,0.0,199439
416,2018,2,Formosa,111,3568,22409,5176,9727,1313,1243,0.0,44546
417,2018,2,Jujuy,3450,332,29319,8083,3977,440,7,0.0,45095
418,2018,2,La Pampa,2440,8797,68083,2409,9650,9690,179,6980.0,82344
419,2018,2,La Rioja,90,1384,40679,4198,564,200,15,0.0,51945
420,2018,2,Mendoza,200,1658,164596,5150,2660,170,72,33788.0,200932
421,2018,2,Misiones,480,6092,39489,23569,23747,11888,3866,0.0,108699
422,2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105.0,114668
423,2018,2,Río Negro,4090,5298,75056,5230,1648,6663,3725,3975.0,112129
424,2018,2,Salta,1160,399,61763,33285,28431,7239,182,0.0,135006
425,2018,2,San Juan,220,1378,57591,110,0,30,0,5068.0,64073
426,2018,2,San Luis,570,1010,11992,110,0,70,2,9284.0,21454
427,2018,2,Santa Cruz,260,1200,28600,6550,1000,10,3,4267.0,33772
428,2018,2,Santa Fe,7440,34267,262603,112143,17554,50525,26512,22257.0,684591
429,2018,2,Santiago Del Estero,410,2717,41362,18721,3278,310,31,17589.0,83770
430,2018,2,Tierra Del Fuego,60,1880,40912,2217,750,0,0,1070.0,43505
431,2018,2,Tucumán,160,6735,79899,44968,27059,1084,8784,1305.0,169850
432,2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818.0,3471700
433,2018,1,Buenos Aires,890,10039,292566,222737,487826,227953,127384,0.0,1368594
434,2018,1,Catamarca,340,2896,14770,6145,3539,410,4,65.0,33929
435,2018,1,Chaco,700,3261,32516,24488,23296,8219,3897,1035.0,96782
436,2018,1,Chubut,670,4314,83161,5358,40,50,9,501.0,97928
437,2018,1,Córdoba,2810,23922,222815,1043,266259,57137,29228,10049.0,713991
438,2018,1,Corrientes,110,5005,37152,24038,19068,589,3256,0.0,94420
439,2018,1,Entre Ríos,180,8861,90080,45599,37401,9818,5071,0.0,196848
440,2018,1,Formosa,111,3803,10092,5117,10061,1091,1046,0.0,32320
441,2018,1,Jujuy,3450,4807,27219,8044,3925,490,4,0.0,44393
442,2018,1,La Pampa,2450,8119,67104,1616,1076,6140,98,3503.0,82375
443,2018,1,La Rioja,90,1485,40680,4217,5831,190,1,0.0,52242
444,2018,1,Mendoza,200,1662,164599,5010,2660,190,72,33788.0,200927
445,2018,1,Misiones,480,47,35820,23291,26223,10241,3219,0.0,103542
446,2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105.0,116746
447,2018,1,Río Negro,4090,5333,74894,5300,17997,4972,3129,3975.0,111239
448,2018,1,Salta,1160,4459,60334,33088,30771,5145,88,0.0,134001
449,2018,1,San Juan,220,1058,57078,110,0,30,0,5068.0,63240
450,2018,1,San Luis,570,1010,11920,110,0,70,2,9284.0,21382
451,2018,1,Santa Cruz,260,1200,28600,6550,1000,10,3,4267.0,33772
452,2018,1,Santa Fe,1359,33639,262008,108576,1889,39589,22801,23181.0,680053
453,2018,1,Santiago Del Estero,410,291,41298,18914,3449,330,2,17589.0,84236
454,2018,1,Tierra Del Fuego,60,3070,33987,20,0,0,0,1070.0,34409
455,2018,1,Tucumán,160,7472,78811,45675,26405,1218,7082,1305.0,167984
456,2017,4,Buenos Aires,3865,55046,1551194,264645,712513,33514,151747,114182.0,3188332
457,2017,4,Buenos Aires,3140,31411,517018,28404,45812,178396,114939,0.0,1584238
458,2017,4,Catamarca,340,3182,15315,5904,2927,430,2,2151.0,29558
459,2017,4,Chaco,700,3432,37144,24088,20123,729,3289,1035.0,96471
460,2017,4,Chubut,670,4313,83676,5355,70,50,9,0.0,93432
461,2017,4,Córdoba,2910,25411,280837,102892,217602,40898,24251,8429.0,700611
462,2017,4,Corrientes,110,522,41080,23686,16046,5053,2675,0.0,93771
463,2017,4,Entre Ríos,1685,9078,95466,45189,3001,7958,4113,0.0,193499
464,2017,4,Formosa,111,4061,13220,4867,6996,9770,824,0.0,32055
465,2017,4,Jujuy,3450,5364,26566,7721,3507,440,3,0.0,43550
466,2017,4,La Pampa,3100,8729,66053,1227,7920,3910,81,3503.0,81086
467,2017,4,La Rioja,90,1488,40777,4083,5813,220,3,0.0,52195
468,2017,4,Mendoza,260,1656,177646,4380,2780,290,81,0.0,180154
469,2017,4,Misiones,1053,39,41723,23131,22262,9091,2735,0.0,103895
470,2017,4,Neuquén,1396,2372,68036,1325,22781,7528,6300,6105.0,115843
471,2017,4,Río Negro,4090,5598,81078,4850,12502,3447,2440,3719.0,109678
472,2017,4,Salta,6360,4275,73284,32842,18968,3559,84,0.0,133648
473,2017,4,San Juan,220,1062,57525,90,0,20,2,0.0,58622
474,2017,4,San Luis,590,1010,12822,80,0,10,7,1902.0,14900
475,2017,4,Santa Cruz,680,780,29073,6550,1000,10,3,0.0,29978
476,2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119.0,671964
477,2017,4,Santiago Del Estero,410,3091,43544,18773,3359,320,2,0.0,68842
478,2017,4,Tierra Del Fuego,60,3100,31334,20,0,0,0,0.0,31652
479,2017,4,Tucumán,1050,8164,78750,45241,24318,1303,4367,0.0,162248
480,2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0.0,3028468
481,2017,3,Buenos Aires,2830,33924,590689,311411,4263,120675,91917,0.0,1575199
482,2017,3,Catamarca,520,3204,15383,5758,2563,500,1,0.0,27011
483,2017,3,Chaco,950,3496,40059,23008,20307,3827,2004,0.0,92796
484,2017,3,Chubut,4360,3989,71843,2336,30,0,0,0.0,78607
485,2017,3,Córdoba,3270,26154,309161,100113,189302,38131,16741,0.0,679929
486,2017,3,Corrientes,240,5629,44305,22785,15576,2635,1607,0.0,92561
487,2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0.0,185501
488,2017,3,Formosa,1063,3716,13752,5187,6056,8990,459,0.0,31132
489,2017,3,Jujuy,3370,5723,26835,7369,2962,410,2,0.0,43269
490,2017,3,La Pampa,3430,8244,64794,8550,5880,3270,51,0.0,75202
491,2017,3,La Rioja,160,1497,40882,3899,5604,230,3,0.0,51924
492,2017,3,Mendoza,320,950,158461,1150,670,290,19,0.0,158818
493,2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0.0,100526
494,2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0.0,109276
495,2017,3,Río Negro,4220,5641,83900,3060,10116,2965,1659,0.0,105009
496,2017,3,Salta,6450,4494,78830,32433,1462,2315,63,0.0,133400
497,2017,3,San Juan,310,1077,57582,10,0,20,2,0.0,58695
498,2017,3,San Luis,630,30,12325,70,0,10,7,0.0,12406
499,2017,3,Santa Cruz,1880,230,29102,5420,660,330,1,0.0,29955
500,2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0.0,624462
501,2017,3,Santiago Del Estero,690,3288,40435,18489,3047,300,2,0.0,65360
502,2017,3,Tierra Del Fuego,90,2970,33858,0,0,0,0,0.0,34164
503,2017,3,Tucumán,1090,8948,83070,45302,20514,1361,655,0.0,159959
504,2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0.0,2976720
505,2017,2,Buenos Aires,5560,35663,726223,30497,378571,80234,37977,0.0,1564194
506,2017,2,Catamarca,150,3318,15655,5325,2342,470,1,0.0,26703
507,2017,2,Chaco,1910,3733,42590,22349,18044,3157,545,0.0,90609
508,2017,2,Chubut,4030,4186,73760,188,0,0,0,0.0,80229
509,2017,2,Córdoba,2510,26862,370865,88479,146683,20351,5069,0.0,658560
510,2017,2,Corrientes,150,5912,46483,21776,13043,2218,647,0.0,90094
511,2017,2,Entre Ríos,168,7944,104422,418,23524,2604,823,0.0,182797
512,2017,2,Formosa,1486,3419,14787,4795,4583,7490,139,0.0,29958
513,2017,2,Jujuy,3110,5877,26915,6974,2538,420,1,0.0,42658
514,2017,2,La Pampa,3560,8633,59045,5580,3360,2440,21,0.0,69193
515,2017,2,La Rioja,90,1554,9304,3599,1796,240,2,0.0,16288
516,2017,2,Mendoza,1090,240,177203,920,500,50,22,0.0,177505
517,2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0.0,99796
518,2017,2,Neuquén,1542,1395,81272,8490,18051,4774,1703,0.0,109586
519,2017,2,Río Negro,9730,5606,88085,2450,799,1921,559,0.0,105379
520,2017,2,Salta,5940,4719,67576,23185,11333,1068,76,0.0,108551
521,2017,2,San Juan,150,1930,58588,0,0,0,4,0.0,58800
522,2017,2,San Luis,80,40,14014,0,0,10,2,0.0,14029
523,2017,2,Santa Cruz,1880,240,30913,5410,660,330,0,0.0,31765
524,2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0.0,567004
525,2017,2,Santiago Del Estero,260,3539,20384,6432,2802,160,0,0.0,33199
526,2017,2,Tierra Del Fuego,160,2850,35409,0,0,0,0,0.0,35710
527,2017,2,Tucumán,960,9236,83342,42536,17788,1371,21,0.0,154390
528,2017,1,Buenos Aires,6017,83918,2057698,402315,52354,90937,22299,0.0,3186724
529,2017,1,Buenos Aires,5100,1409,678922,218487,277195,66536,19881,0.0,1262940
530,2017,1,Catamarca,150,3328,15861,4901,2161,490,0,0.0,26315
531,2017,1,Chaco,1910,3835,44544,21467,15671,3025,314,0.0,89047
532,2017,1,Chubut,4010,4182,73759,1808,0,0,0,0.0,80150
533,2017,1,Córdoba,500,28732,391556,82011,118643,19035,2071,0.0,642098
534,2017,1,Corrientes,150,604,48149,20586,11468,2044,303,0.0,88605
535,2017,1,Entre Ríos,168,808,108379,39146,20562,2254,317,0.0,180418
536,2017,1,Formosa,1535,3538,15473,4446,4058,6350,22,0.0,29707
537,2017,1,Jujuy,3300,6213,27824,6486,2306,440,0,0.0,43203
538,2017,1,La Pampa,3620,9279,57739,3310,1920,1650,11,0.0,68079
539,2017,1,La Rioja,90,1578,9486,3409,1718,220,2,0.0,16224
540,2017,1,Mendoza,1060,150,177201,860,500,50,22,0.0,177485
541,2017,1,Misiones,101,4665,45950,23847,19356,2627,166,0.0,97621
542,2017,1,Neuquén,1547,1418,83813,9020,1513,4223,458,0.0,107491
543,2017,1,Río Negro,9860,5647,89622,2460,6738,1594,200,0.0,105033
544,2017,1,Salta,5790,4861,70922,21554,9386,2670,74,0.0,107643
545,2017,1,San Juan,80,1920,58588,0,0,0,4,0.0,58792
546,2017,1,San Luis,80,40,14014,0,0,10,2,0.0,14029
547,2017,1,Santa Cruz,1900,230,31078,4740,680,300,0,0.0,31863
548,2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0.0,562613
549,2017,1,Santiago Del Estero,260,3772,21659,6218,2786,170,0,0.0,34478
550,2017,1,Tierra Del Fuego,160,2850,35409,0,0,0,0,0.0,35710
551,2017,1,Tucumán,960,9682,86470,39155,15951,1383,13,0.0,152750
552,2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0.0,3138541
553,2016,4,Buenos Aires,5170,1477,704324,225723,264582,53506,16756,0.0,1266885
554,2016,4,Catamarca,150,3478,16519,4889,2077,540,0,0.0,27032
555,2016,4,Chaco,1910,3983,45634,21323,14887,2586,250,0.0,88854
556,2016,4,Chubut,4010,4493,73951,1352,0,0,0,0.0,80197
557,2016,4,Córdoba,500,2938,404645,77966,108368,15458,1606,0.0,637473
558,2016,4,Corrientes,150,6109,48995,20187,10908,1645,234,0.0,88093
559,2016,4,Entre Ríos,168,8253,110296,38491,19509,1801,280,0.0,180310
560,2016,4,Formosa,1573,3519,15791,4114,3855,6490,17,0.0,29518
561,2016,4,Jujuy,3030,6225,27778,6143,2134,430,0,0.0,42626
562,2016,4,La Pampa,3680,9789,56694,160,3350,1320,11,0.0,67345
563,2016,4,La Rioja,90,1646,9635,3334,1675,130,3,0.0,16315
564,2016,4,Mendoza,1140,160,177194,790,490,50,20,0.0,177477
565,2016,4,Misiones,101,4783,47454,23433,18371,2215,126,0.0,97392
566,2016,4,Neuquén,1539,1406,84859,7920,14153,3073,271,0.0,106093
567,2016,4,Río Negro,9980,2953,92967,2480,6317,1174,122,0.0,104779
568,2016,4,Salta,5770,5027,71636,20787,8611,2390,70,0.0,106947
569,2016,4,San Juan,80,2200,58608,0,0,0,4,0.0,58840
570,2016,4,San Luis,80,40,14014,0,0,10,2,0.0,14029
571,2016,4,Santa Cruz,1890,230,31369,3420,800,100,0,0.0,32013
572,2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0.0,561542
573,2016,4,Santiago Del Estero,260,3925,22246,6178,2664,150,0,0.0,35054
574,2016,4,Tierra Del Fuego,160,2850,35409,0,0,0,0,0.0,35710
575,2016,4,Tucumán,960,10021,87994,37721,14389,14,10,0.0,151631
576,2016,3,Buenos Aires,5856,107945,2148475,39353,399116,529,13318,0.0,3121140
577,2016,3,Buenos Aires,3310,9950,759028,208249,240856,38341,13886,0.0,1261686
578,2016,3,Catamarca,150,4038,16183,4845,1853,500,0,0.0,26984
579,2016,3,Chaco,1900,5227,46821,21193,13746,2022,217,0.0,89416
580,2016,3,Chubut,4660,519,74375,6740,0,0,0,0.0,80705
581,2016,3,Córdoba,480,41329,415075,75988,99225,11691,1322,0.0,644678
582,2016,3,Corrientes,150,7425,49471,19956,10006,1263,210,0.0,88346
583,2016,3,Entre Ríos,1768,10657,110844,38665,17737,1307,248,0.0,181226
584,2016,3,Formosa,1723,4277,15581,3964,3658,6480,10,0.0,29861
585,2016,3,Jujuy,2860,6878,27425,5943,1978,310,0,0.0,42541
586,2016,3,La Pampa,3740,10187,55792,150,2240,1140,11,0.0,66717
587,2016,3,La Rioja,90,2349,9686,3316,1562,110,2,0.0,16935
588,2016,3,Mendoza,370,100,178186,730,480,50,17,0.0,178376
589,2016,3,Misiones,101,603,48871,23394,17043,1559,91,0.0,97998
590,2016,3,Neuquén,1531,1527,87404,6800,12541,2118,225,0.0,106026
591,2016,3,Río Negro,1007,6026,90689,2070,5953,7900,99,0.0,104771
592,2016,3,Salta,1107,6922,71214,20229,8099,1970,50,0.0,107818
593,2016,3,San Juan,80,2450,58577,0,0,0,2,0.0,58832
594,2016,3,San Luis,70,40,14077,0,0,10,2,0.0,14091
595,2016,3,Santa Cruz,1890,220,31904,2210,520,90,0,0.0,32397
596,2016,3,Santa Fe,3958,49501,360606,72657,69864,1021,1308,0.0,568104
597,2016,3,Santiago Del Estero,260,5097,22747,6216,2497,90,0,0.0,36592
598,2016,3,Tierra Del Fuego,160,2850,35080,0,0,0,0,0.0,35381
599,2016,3,Tucumán,1270,12247,87970,36518,1315,1288,4,0.0,151304
600,2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0.0,3108515
601,2016,2,Buenos Aires,4352,1736,859039,146091,21301,19597,13477,0.0,1257302
602,2016,2,Catamarca,150,5736,14742,4567,1496,470,1,0.0,26604
603,2016,2,Chaco,1970,8063,45823,20346,1209,1571,201,0.0,88291
604,2016,2,Chubut,5720,5421,73078,7750,0,0,0,0.0,79846
605,2016,2,Córdoba,2580,5705,437547,7198,82618,8355,1242,0.0,659050
606,2016,2,Corrientes,410,10018,47916,192,8851,8030,191,0.0,87020
607,2016,2,Entre Ríos,4734,16368,115000,36917,15522,8490,205,0.0,189595
608,2016,2,Formosa,1675,5401,14370,3569,3218,5930,10,0.0,28836
609,2016,2,Jujuy,2561,8292,25301,5589,175,30,0,0.0,43496
610,2016,2,La Pampa,4290,10616,63928,150,1190,960,11,0.0,75214
611,2016,2,La Rioja,100,3151,9043,319,1344,30,5,0.0,16746
612,2016,2,Mendoza,4370,300,176922,610,440,50,20,0.0,177519
613,2016,2,Misiones,1973,7899,49586,21385,1482,1073,96,0.0,96832
614,2016,2,Neuquén,1916,1691,88854,5830,10241,1285,208,0.0,104778
615,2016,2,Río Negro,1189,6107,92158,1940,4877,5200,86,0.0,105131
616,2016,2,Salta,216,10123,70875,18759,7129,1400,49,0.0,109235
617,2016,2,San Juan,100,2730,57589,0,0,0,4,0.0,57876
618,2016,2,San Luis,120,40,13931,0,0,10,2,0.0,13950
619,2016,2,Santa Cruz,2440,260,31995,1420,200,0,0,0.0,32427
620,2016,2,Santa Fe,9486,67325,374960,68505,60469,6509,1277,0.0,588531
621,2016,2,Santiago Del Estero,7040,6705,22208,5943,2108,10,0,0.0,37669
622,2016,2,Tierra Del Fuego,160,2860,38773,0,0,0,0,0.0,39075
623,2016,2,Tucumán,2310,18515,83945,33891,1131,1032,2,0.0,148926
624,2016,1,Buenos Aires,7351,9788,2214760,289929,247372,8315,9529,0.0,2875136
625,2016,1,Buenos Aires,231,43686,869048,178665,192644,6577,10838,0.0,1303768
626,2016,1,Catamarca,150,6102,14653,4241,1334,420,1,0.0,26388
627,2016,1,Chaco,1940,8755,46304,19388,10587,1238,184,0.0,86650
628,2016,1,Chubut,940,5095,72396,1066,0,0,0,0.0,78651
629,2016,1,Córdoba,1480,59484,414452,65763,66455,4143,1039,0.0,611484
630,2016,1,Corrientes,290,1069,47833,18375,7911,5260,170,0.0,85534
631,2016,1,Entre Ríos,2864,17749,104137,35104,14057,4570,165,0.0,174533
632,2016,1,Formosa,1738,5731,14163,3229,2906,5440,5,0.0,28316
633,2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0.0,40295
634,2016,1,La Pampa,4260,11065,52117,150,780,710,11,0.0,63783
635,2016,1,La Rioja,100,3382,9060,298,1254,20,3,0.0,16691
636,2016,1,Mendoza,2350,210,175376,470,430,50,17,0.0,175744
637,2016,1,Misiones,9590,8502,50061,19195,13363,7790,68,0.0,92927
638,2016,1,Neuquén,172,1737,86310,4790,7893,1430,171,0.0,98453
639,2016,1,Río Negro,1171,6105,90038,2030,4246,770,81,0.0,101921
640,2016,1,Salta,1119,10765,65646,17748,6643,1190,31,0.0,102071
641,2016,1,San Juan,90,3090,56447,0,0,0,2,0.0,56767
642,2016,1,San Luis,80,40,13645,0,0,10,2,0.0,13660
643,2016,1,Santa Cruz,1680,290,32188,80,0,0,0,0.0,32393
644,2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0.0,551809
645,2016,1,Santiago Del Estero,7030,7219,22805,5769,1898,0,0,0.0,38394
646,2016,1,Tierra Del Fuego,160,2850,33003,0,0,0,0,0.0,33304
647,2016,1,Tucumán,1060,20092,84008,3149,10046,8710,0,0.0,146613
648,2015,4,Buenos Aires,7985,100303,2253197,27456,240188,3835,8180,0.0,2888246
649,2015,4,Buenos Aires,2417,46568,916813,172029,198635,3087,10899,0.0,1350450
650,2015,4,Catamarca,150,6513,14484,4106,1313,390,1,0.0,26471
651,2015,4,Chaco,1940,9593,46771,18608,10092,1136,159,0.0,86553
652,2015,4,Chubut,6250,5774,71881,1680,0,0,0,0.0,78448
653,2015,4,Córdoba,1480,63746,427471,62989,67151,3336,1088,0.0,625929
654,2015,4,Corrientes,290,11248,48104,17877,7569,4560,150,0.0,85433
655,2015,4,Entre Ríos,2865,18883,104224,33989,13668,3990,163,0.0,174191
656,2015,4,Formosa,1791,6081,14279,2704,2713,5190,4,0.0,28091
657,2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0.0,39925
658,2015,4,La Pampa,5920,12951,48798,160,630,490,10,0.0,62479
659,2015,4,La Rioja,100,3638,9127,2937,1215,20,3,0.0,16932
660,2015,4,Mendoza,2410,230,174719,380,410,50,13,0.0,175080
661,2015,4,Misiones,9590,9169,51029,17281,1369,6750,52,0.0,92855
662,2015,4,Neuquén,1727,2061,89678,4550,7934,90,175,0.0,102039
663,2015,4,Río Negro,3282,4473,89062,2010,4024,50,75,0.0,101122
664,2015,4,Salta,1122,11387,65677,17139,6507,990,5,0.0,101936
665,2015,4,San Juan,90,3860,55761,0,0,0,2,0.0,56158
666,2015,4,San Luis,80,40,13473,0,0,10,2,0.0,13488
667,2015,4,Santa Cruz,1880,260,32338,30,0,0,0,0.0,32555
668,2015,4,Santa Fe,6659,7577,361264,60985,51258,3079,1189,0.0,560204
669,2015,4,Santiago Del Estero,7030,7836,23074,5669,1856,0,0,0.0,39138
670,2015,4,Tierra Del Fuego,160,2850,32662,0,0,0,0,0.0,32963
671,2015,4,Tucumán,1070,218,83887,29942,9507,8370,0,0.0,146080
672,2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,7720,0.0,2856078
673,2015,3,Buenos Aires,2448,4934,942525,159618,175594,2028,10022,0.0,1341574
674,2015,3,Catamarca,150,6871,14206,4143,8120,430,1,0.0,26091
